SHAPE_AREA,LATITUDE,SQMI,GEOMETRY,CITY,OBJECTID,ZIPCODE,LONGITUDE,STATE,SHAPE_LENGTH
4300908909.347656,,150.68,,West Glenn County,1,00047,,CA,320518.9928277098
6861625044.3828125,,240.78,,Mendocino Ntl Forest,2,00048,,CA,595696.2500815018
8599170846.808594,,297.8,,Six Rivers National Forest,3,00049,,CA,663428.0083823798
4367122697.886719,,151.72,,Six Rivers Ntl Forest,4,00050,,CA,433109.24065417756
5347384577.066406,,188.12,,Eldorado Ntl Forest,5,00051,,CA,383341.2153712844
1609150456.6171875,,56.68,,Eldorado Ntl Forest,6,00052,,CA,297585.7329080855
19812183598.5,,706.45,,Southwest Palm Beach Co,7,00053,,FL,874964.1446652685
4505372511.066406,,156.42000000000002,,Six Rivers Ntl Forest,8,00054,,CA,518044.9259033553
8243912658.214844,,286.56,,Trinity Ntl Forest,9,00055,,CA,580285.2552367926
6947633548.6953125,,237.56,,Snake River Birds of Prey,10,00056,,ID,392810.18991054775
5489859038.625,,196.41,,Channel Islands National Par,11,00057,,CA,950698.4400664486
2901447000.125,,102.63,,Yosemite Ntl Park,12,00058,,CA,257753.68659528723
8783678596.5625,,284.83,,Voyageurs Natl Park,13,00059,,MN,751338.9390761202
14849602466.078125,,483.44,,Superior National Forest,14,00060,,MN,892278.2624077145
662803698.9609375,,23.740000000000002,,Channel Is Air Guard Station,15,00061,,CA,187343.66924451073
400102836.8066406,,13.1,,Benton Lake NWR,16,00063,,MT,101390.75389256392
10256445311.27246,,365.83,,Sandoval County,17,00064,,NM,602225.2122840774
4671979806.9140625,,163.73,,Plumas National Park,18,00065,,CA,483241.69976144517
18214322789.36914,,652.91,,White Sands Missile Rnge,19,00066,,NM,643518.896177968
3720694476.3984375,,132.93,,N Central Comanche Cnty,20,00067,,OK,518083.5196079964
383964965.62890625,,13.02,,Siuslaw Ntl Forest,21,00068,,OR,93517.55165487446
30416812967.121094,,1035.34,,Willamette Ntl Forest,22,00069,,OR,1891524.1504257729
15650169265.035156,,526.71,,Mt Hood National Forest,23,00070,,OR,1094748.4345872598
12901363562.973633,,451.28000000000003,,Uinta Ntl Forest,24,00071,,UT,886281.7862172591
37667639080.015625,,1216.07,,National Forest/Park,25,00072,,WA,1206314.7131269986
10131817972.652344,,335.89,,Usdoe Hanford Site,26,00073,,WA,539851.1906379081
40627331930.67969,,1351.57,,Yakama Indian Reservation,27,00074,,WA,1320006.0448014468
22647075144.234375,,731.0600000000001,,Okanogan Natl Park,28,00076,,WA,1129269.4476554426
5098207844.6640625,,172.3,,Willamette Natl Forest,29,00077,,OR,428931.5187780587
586027424.328125,,20.94,,Hoffman Forest,30,00084,,NC,152431.73810483466
2731936151.6640625,,97.71000000000001,,NW Indian River County,31,00087,,FL,279843.33250282623
15015460463.898438,,534.1800000000001,,Everglades-Monroe County,32,00097,,FL,2186061.744740291
9870898853.085938,,350.74,,Everglades-S Monroe Cnty,33,00098,,FL,3088009.1193596134
572365938.9375,,19.92,,Wasatch National Forest,34,00100,,UT,152304.08880851197
3045791650.7304688,,109.21000000000001,,Marsh Island,35,00116,,LA,386318.25594215776
45278858.9296875,,1.62,,Timbalier Islands,36,00119,,LA,162032.56980783006
1609023258.421875,,57.84,,Mississippi Delta,37,00121,,LA,5344507.9935102025
73674692030.57812,,2435.05,,Northwest Aroostook,38,00125,,ME,1941033.1543797993
615732285621.0938,,16279.210000000001,,N Dillingham Census Area,39,00001,,AK,7076290.199888876
4310308795325.758,,95698.64,,Yukon Flats Nat Wildlife,40,00002,,AK,34093039.27978269
519028617112.40625,,14495.35,,Alaska Peninsula NWR,41,00003,,AK,11658940.46110567
250062859575.21875,,6568.13,,W Kenai Peninsula Borough,42,00004,,AK,5884619.2619441375
142765841961.5,,3713.14,,N Lake and Peninsula Borough,43,00005,,AK,2595329.7645265884
661027846859.0781,,16291.210000000001,,Matanuska-Sustina Borough,44,00006,,AK,6098303.868271663
3295367840899.4062,,65397,,Southerly North Slope Boroug,45,00007,,AK,19123337.08239274
27119468806.9375,,832.78,,Aleutians West,46,00008,,AK,3543518.9321325654
109166955803.54688,,2769.67,,Lake Clark National Preserve,47,00009,,AK,1882395.7899189414
211077644837.60938,,5215.72,,Yukon Delta Wilderness,48,00010,,AK,2670544.3699791883
106726091361.34375,,2822.1,,Kenai Ntl Wildlife Refuge,49,00011,,AK,5762506.635645405
885425100.453125,,30.92,,Mt Meadows Area,50,00012,,CA,197880.92687359755
87215487.234375,,3.1,,Leeward Islands,51,00013,,HI,158109.570462346
31545796444.126953,,1131.38,,West Pima County,52,00014,,AZ,1164098.8803395855
1558123091.2216797,,55.89,,Coronado Ntl Forest,53,00015,,AZ,219578.20166410698
1103086796.5859375,,39.33,,Sequoia National Forest,54,00016,,CA,170248.2427042942
15924980175.457031,,564.38,,Northeast Fresno County,55,00017,,CA,877586.3034839969
2541132840.1054688,,90.83,,Los Padres Ntl Forest,56,00018,,CA,294248.85809456283
11838507398.207031,,412.59000000000003,,Lassen Ntl Forest,57,00019,,CA,540608.3780376216
10965138266.925781,,388.11,,Sierra National Forest,58,00020,,CA,577714.8913546588
313990483.23046875,,11.02,,Jackson St Forest,59,00022,,CA,89568.37800280968
36918926303.52734,,1313.3500000000001,,East Tulare County,60,00026,,CA,1398806.3570466354
1222384772.9970703,,43.02,,Pike Ntl Forest,61,00027,,CO,241958.37334707216
3256711100.7851562,,113.83,,Plumas Ntl Forest,62,00028,,CA,372598.0582081856
61865184.60546875,,2.17,,Tahoe National Forest,63,00029,,CA,39254.503670841565
1939530528.1171875,,67.69,,Lassen National Forest,64,00031,,CA,220488.7774110194
15713929226.769531,,561.34,,Los Padres Ntl Forest,65,00032,,CA,955356.1425848604
1251411544.0585938,,43.9,,Tahoe National Forest,66,00033,,CA,179658.8316402428
5178496751.8203125,,178.86,,Klamath National Forest,67,00034,,CA,407239.30317191285
25648194609.17578,,889.03,,Modoc/Shasta/Klamath Forest,68,00035,,CA,1098979.8028478988
2790839281.6210938,,97.59,,West Tehama County,69,00037,,CA,275809.59947231517
12622808823.695312,,441.15000000000003,,East Tehama County,70,00038,,CA,788630.9967607586
19010503763.195312,,664.04,,Southeast Trinity County,71,00039,,CA,1353257.6955779647
11307641654.757812,,399.51,,Yosemite Ntl Park,72,00040,,CA,643407.835581596
22399995856.476562,,798.1,,West Broward County,73,00041,,FL,659881.3683232672
4843674625.546875,,173.32,,Southwest Brevard Cnty,74,00042,,FL,571652.0973284142
16073230539.234375,,571.36,,Everglades,75,00043,,FL,1384071.1610049512
7817671526.488281,,275.64,,South Alpine County,76,00044,,CA,491050.548157579
2929482889.921875,,104.99000000000001,,Southeast Marion Cnty,77,00045,,FL,241927.33997854296
1961048672.125,,67.06,,Adjuntas,78,00601,,PR,235668.68570998893
900003586.125,,30.82,,Aguada,79,00602,,PR,172037.7173925896
983772101.609375,,33.7,,Aguadilla,80,00603,,PR,177211.37804091562
1070950398.515625,,36.62,,Maricao,81,00606,,PR,212601.32472017457
1111590150.9609375,,38.04,,Anasco,82,00610,,PR,189460.8591176954
3685798471.2734375,,126.23,,Arecibo,83,00612,,PR,323046.9968168207
1843742.0546875,,0.06,,Bajadero,84,00616,,PR,7111.774330509064
3111558775.28125,,104.27,,North Franklin County,85,00126,,ME,372777.01911786926
11737599659.46875,,395.17,,East Hancock County,86,00127,,ME,666486.6440282376
5199431129.40625,,174.76,,North Oxford County,87,00128,,ME,462124.74511699204
16608204099.984375,,555.66,,North Penobscot County,88,00130,,ME,1330268.937071574
39679000421.75,,1321.31,,North Somerset County,89,00132,,ME,1155437.3086923212
11448066923.40625,,384.48,,West Central Somerset Co,90,00133,,ME,584091.4084385601
17839615321.734375,,600.67,,Northern Washington Co,91,00134,,ME,780879.4596622062
78270507827.125,,2606.41,,Northern Piscataquis CNT,92,00135,,ME,1515590.1438426452
9496807289.625,,315.36,,Central Aroostook Cnty,93,00137,,ME,526679.9007624419
5818809783.703125,,194.18,,South Aroostook Cnty,94,00138,,ME,401194.2910535814
3103704616.828125,,104.7,,TWPS D-E-6-Franklin Cnty,95,00139,,ME,283027.0598669619
921036146.484375,,30.94,,T3 R1 NBPP-Penobscot Co,96,00141,,ME,171325.87079922284
3988974073.4375,,131.79,,NE Aroostook County,97,00148,,ME,296197.4258064855
3456867214.671875,,116.48,,S Central Washington Co,98,00151,,ME,303227.2118476741
481607287.578125,,17.02,,Assateague Island Ntl SE,99,00152,,MD,844213.7935997464
81417920.21875,,2.82,,Monomoy Island,100,00158,,MA,95876.83656335049
9748826563.046875,,317.88,,Superior National Forest,101,00160,,MN,763197.2117722078
13611108294.46875,,443.83,,Superior National Forest,102,00161,,MN,1112223.0656844147
6155736923.6796875,,199.67000000000002,,Northwest Beltrami Cnty,103,00164,,MN,393493.4191980735
15255185463.925781,,494.40000000000003,,Beltrami Island State Forest,104,00165,,MN,607664.812822828
25544439641.316406,,831.21,,Red Lake Indian Reservation,105,00166,,MN,909379.177252492
1925503578.75,,65.27,,Beans Purchase,106,00168,,NH,195756.25534761924
206953610.28125,,7.02,,Hadleys Purchase,107,00172,,NH,80022.90212936851
328046092.59375,,11.13,,Cutts Grant,108,00173,,NH,85603.73913915167
284133676.265625,,9.63,,Beans Grant,109,00174,,NH,87108.39834549927
784936832.015625,,26.64,,Sargents Purchase,110,00176,,NH,189960.3478350956
110464564.125,,3.75,,Pinkham Grant,111,00177,,NH,57758.638106125414
62764866.140625,,2.13,,Chandlers Purchase,112,00179,,NH,57700.04949481345
550851162.4375,,18.67,,Thompson/Meserves Purchase,113,00180,,NH,105570.34483688792
380459513.671875,,12.88,,Low and Burbanks Grant,114,00181,,NH,98348.28291485734
245734619.8125,,8.34,,Crawfords Purchase,115,00182,,NH,66863.83734447962
108235041.078125,,3.67,,Greens Grant,116,00183,,NH,41493.19629237517
110990006.609375,,3.76,,Martins Location,117,00184,,NH,42431.12322338927
745083090.890625,,25.21,,Kilkenny,118,00185,,NH,150668.17069131756
2644702019.3359375,,94.49,,Padre Island Ntl Seashore,119,00188,,TX,1997207.715444095
252056965,,8.370000000000001,,Long Island,120,00195,,WA,170593.94325413476
50472658985.19629,,1809.25,,B M Goldwater A F Range,121,00197,,AZ,1360948.717535988
46859849377.671875,,1201.76,,E Mncplty of Anchorage,122,00198,,AK,1670237.9712585977
4313476212.217773,,154.36,,Tonto National Forest,123,00199,,AZ,392937.221617886
678302278.2109375,,23.240000000000002,,Quebradillas,124,00678,,PR,146471.35853240825
1923686023.484375,,65.77,,Mayaguez,125,00680,,PR,402646.03515556897
393801771.5546875,,13.46,,Mayaguez,126,00682,,PR,185095.72917506943
1596818290.9609375,,54.57,,San German,127,00683,,PR,215840.18754742327
2082312477.2890625,,71.28,,San Sebastian,128,00685,,PR,259354.67899052813
1136742987.7265625,,38.910000000000004,,Morovis,129,00687,,PR,163185.555457512
80578839.6953125,,2.76,,San Antonio,130,00690,,PR,48811.669001823655
738779628.875,,25.310000000000002,,Barceloneta,131,00617,,PR,202259.6442207138
5470412.7109375,,0.19,,Boqueron,132,00622,,PR,12575.014841215014
2107298127.0078125,,71.99,,Cabo Rojo,133,00623,,PR,398069.70938544994
1309351120.2421875,,44.730000000000004,,Penuelas,134,00624,,PR,311162.5219192308
1353161872.9375,,46.35,,Camuy,135,00627,,PR,178656.27622010047
702259626.7421875,,24.02,,Castaner,136,00631,,PR,161619.69629310662
1049208530.7109375,,35.84,,Sabana Grande,137,00637,,PR,168793.0634882294
1951914144.40625,,66.79,,Ciales,138,00638,,PR,306535.3140579231
3361729273.640625,,115.02,,Utuado,139,00641,,PR,401308.3553864191
675197652.8671875,,23.13,,Dorado,140,00646,,PR,180073.461445372
557479610.7734375,,19.04,,Ensenada,141,00647,,PR,155990.3531845878
250490913.2109375,,8.58,,Florida,142,00650,,PR,93780.45112532125
9029014.9609375,,0.31,,Garrochales,143,00652,,PR,13510.900857246334
531111542.1875,,18.13,,Guanica,144,00653,,PR,142177.89360221077
1236907271.609375,,42.25,,Guayanilla,145,00656,,PR,278688.47366634285
1217863324.5234375,,41.72,,Hatillo,146,00659,,PR,192765.34666479361
331647062.9296875,,11.33,,Hormigueros,147,00660,,PR,113268.34806296663
1608426377.2421875,,55.1,,Isabela,148,00662,,PR,231054.73983274135
1302294957.3125,,44.54,,Jayuya,149,00664,,PR,230861.33847416478
1769465511.28125,,60.45,,Lajas,150,00667,,PR,352575.818635255
1102459551.1015625,,37.730000000000004,,Lares,151,00669,,PR,184383.4544651455
1361182112.0078125,,46.56,,Las Marias,152,00670,,PR,233090.00202537153
1347631932.1328125,,46.160000000000004,,Manati,153,00674,,PR,236869.524231825
1470992689.8671875,,50.370000000000005,,Moca,154,00676,,PR,190399.66600849372
413906735.390625,,14.17,,Rincon,155,00677,,PR,114175.93473786996
616353606.8828125,,21.05,,Maunabo,156,00707,,PR,149017.4724130636
438934936.5703125,,14.98,,Arroyo,157,00714,,PR,103757.71332763687
437217397.984375,,14.93,,Mercedita,158,00715,,PR,146017.74493239046
270886967.125,,9.24,,Ponce,159,00716,,PR,178215.96074598545
64028569.8359375,,2.19,,Ponce,160,00717,,PR,43555.84123320025
1512054342.78125,,51.72,,Naguabo,161,00718,,PR,229794.64525629024
810194118.1640625,,27.73,,Naranjito,162,00719,,PR,149327.01973746094
1862648205.078125,,63.71,,Orocovis,163,00720,,PR,274693.3126677964
1380112057.4609375,,47.14,,Patillas,164,00723,,PR,227972.02026484508
1497136743.5546875,,51.2,,Caguas,165,00725,,PR,316805.6218644122
228595590.3046875,,7.82,,Caguas,166,00727,,PR,104668.66599608558
431938153.59375,,14.75,,Ponce,167,00728,,PR,127722.64724533848
978260150.671875,,33.49,,Canovanas,168,00729,,PR,221211.22411375062
220687990.75,,7.54,,Ponce,169,00730,,PR,112020.19056567029
1668324902.046875,,57.01,,Ponce,170,00731,,PR,237480.57196633014
857322148.15625,,29.32,,Ceiba,171,00735,,PR,320477.63523939846
1520224299.6171875,,51.95,,Cayey,172,00736,,PR,260274.59935421863
873205448.859375,,29.89,,Fajardo,173,00738,,PR,282980.45498133264
807923997.7421875,,27.67,,Vega Alta,174,00692,,PR,170992.81029697807
1353460519.078125,,46.36,,Vega Baja,175,00693,,PR,201685.1650757516
2014310220.4921875,,68.83,,Yauco,176,00698,,PR,261946.0315929047
892539990.9375,,30.53,,Aguas Buenas,177,00703,,PR,159921.830106593
141484102.8203125,,4.83,,Aguirre,178,00704,,PR,63368.170999882626
916017537.90625,,31.310000000000002,,Aibonito,179,00705,,PR,149581.91528694626
29716700.6484375,,1.02,,San Juan,180,00901,,PR,48016.89232554751
56031465.7421875,,1.92,,San Juan,181,00907,,PR,56936.6342508563
14912251.640625,,0.51,,San Juan,182,00909,,PR,26548.855093540195
11850232.2421875,,0.41,,San Juan,183,00911,,PR,15276.441697625844
10232204.734375,,0.35,,San Juan,184,00912,,PR,19182.321963976017
11276321.859375,,0.39,,San Juan,185,00913,,PR,16688.90949663768
48787381.5859375,,1.67,,San Juan,186,00915,,PR,43725.728594967244
38109104.8125,,1.31,,San Juan,187,00917,,PR,30043.938483441343
79954188.9453125,,2.74,,San Juan,188,00918,,PR,49308.21919236143
126781226.2578125,,4.34,,San Juan,189,00920,,PR,72944.1045463529
82964122.3359375,,2.84,,San Juan,190,00921,,PR,49872.391710037635
64360600.0703125,,2.2,,San Juan,191,00923,,PR,37430.38697495306
164183383.859375,,5.63,,San Juan,192,00924,,PR,80182.44797039843
22767188.4609375,,0.78,,San Juan,193,00925,,PR,19729.15237703217
620765654.671875,,21.25,,San Juan,194,00926,,PR,168899.04752089386
77521546.2109375,,2.66,,San Juan,195,00927,,PR,51992.91547214939
35250395.109375,,1.21,,Fort Buchanan,196,00934,,PR,35320.77016088996
1066779120.625,,36.47,,Cidra,197,00739,,PR,218631.02664624195
10384837.3046875,,0.35,,Puerto Real,198,00740,,PR,16715.46849435654
104357411.609375,,3.57,,Punta Santiago,199,00741,,PR,57245.98465078562
1777040231.6484375,,60.84,,Rio Grande,200,00745,,PR,229858.0319890724
1907992822.640625,,65.18,,Salinas,201,00751,,PR,413487.3776032431
1557267151.03125,,53.24,,San Lorenzo,202,00754,,PR,214456.75825984016
1001778738.328125,,34.21,,Santa Isabel,203,00757,,PR,216327.87755788158
1493068147.1328125,,51.02,,Vieques,204,00765,,PR,446536.7050379729
1082130625.7734375,,36.99,,Villalba,205,00766,,PR,159415.70589255134
1614792989.0390625,,55.17,,Yabucoa,206,00767,,PR,262135.329702806
2285186123.15625,,78.08,,Coamo,207,00769,,PR,264636.0642117919
991163723.203125,,33.89,,Las Piedras,208,00771,,PR,178863.06882944523
562888314.8671875,,19.28,,Loiza,209,00772,,PR,196234.23377740622
753906759.53125,,25.8,,Luquillo,210,00773,,PR,147628.6415297165
345162140.171875,,11.81,,Culebra,211,00775,,PR,295545.45987387025
777092061.546875,,26.580000000000002,,Juncos,212,00777,,PR,162041.61853674616
828257830.828125,,28.34,,Gurabo,213,00778,,PR,162527.78410393317
329006553.1796875,,11.24,,Coto Laurel,214,00780,,PR,116818.3138988853
834878479.7421875,,28.560000000000002,,Comerio,215,00782,,PR,146731.67623982174
1246330439.96875,,42.65,,Corozal,216,00783,,PR,157886.81376977178
1919947541.1796875,,65.57000000000001,,Guayama,217,00784,,PR,358800.5044715878
1209813386.671875,,41.35,,Humacao,218,00791,,PR,199023.06430201963
1002052552.921875,,34.27,,Barranquitas,219,00794,,PR,193608.81738379202
1774994957.515625,,60.63,,Juana Diaz,220,00795,,PR,283559.27213880443
917055285.515625,,31.400000000000002,,St Thomas,221,00802,,VI,618430.4441772769
1257696212.28125,,42.85,,Christiansted,222,00820,,VI,373744.3156447095
577646263.1328125,,19.77,,St John,223,00830,,VI,363049.87420588173
1025979400.859375,,34.96,,Frederiksted,224,00840,,VI,195234.29455642964
172023507.5625,,5.86,,Kingshill,225,00850,,VI,64690.63887131836
1083209416.9375,,37.36,,Brimfield,226,01010,,MA,195330.66867290795
988874922.703125,,34.07,,Chester,227,01011,,MA,213179.7150100237
295502329.4375,,10.17,,Chesterfield,228,01012,,MA,106078.01519646007
187272701.1875,,6.46,,Chicopee,229,01013,,MA,105555.06363626898
368829510.59375,,12.72,,Chicopee,230,01020,,MA,156364.90373312085
143947968.171875,,4.96,,Chicopee,231,01022,,MA,51035.641143191504
890285469.484375,,30.63,,Cummington,232,01026,,MA,206942.87735628895
1201254085.3125,,41.38,,Easthampton,233,01027,,MA,231251.76860127546
371073626.90625,,12.8,,East Longmeadow,234,01028,,MA,82823.94432808398
87768098.453125,,3.02,,East Otis,235,01029,,MA,67813.08036961089
616841705.2890625,,21.13,,Toa Baja,236,00949,,PR,228627.4643448772
40960408.3046875,,1.4,,Sabana Seca,237,00952,,PR,38078.36540069327
834731754.4609375,,28.580000000000002,,Toa Alta,238,00953,,PR,165022.0813456888
754993331.2421875,,25.84,,Bayamon,239,00956,,PR,216519.39440595644
163810890.15625,,5.61,,Bayamon,240,00957,,PR,113568.89201749023
169139523.09375,,5.79,,Bayamon,241,00959,,PR,144026.79118897574
205779395.9375,,7.05,,Bayamon,242,00961,,PR,91332.15182979696
144181884.5078125,,4.94,,Catano,243,00962,,PR,95920.26386319078
37066488.1484375,,1.27,,Guaynabo,244,00965,,PR,31326.52833963255
55843292.640625,,1.91,,Guaynabo,245,00966,,PR,44512.06486669319
35319302.984375,,1.21,,Guaynabo,246,00968,,PR,46567.780157965855
651016754.828125,,22.29,,Guaynabo,247,00969,,PR,167789.2989372669
618130190.1640625,,21.16,,Trujillo Alto,248,00976,,PR,160098.19467615668
146957623.328125,,5.04,,Carolina,249,00979,,PR,76516.28573168901
70900575.1171875,,2.42,,Carolina,250,00982,,PR,47802.65886177485
103781200.890625,,3.57,,Carolina,251,00983,,PR,61581.943785823496
303877112.828125,,10.41,,Carolina,252,00985,,PR,110705.06509342593
734491024.71875,,25.14,,Carolina,253,00987,,PR,208117.22701938992
350159197.828125,,12.08,,Agawam,254,01001,,MA,100765.43322716028
1685281912.171875,,58.03,,Amherst,255,01002,,MA,293741.9301354013
24639428.34375,,0.85,,Amherst,256,01003,,MA,33070.48442926776
1290640542.28125,,44.42,,Barre,257,01005,,MA,159263.72570645524
1620685539.203125,,55.85,,Belchertown,258,01007,,MA,229666.4967362623
1755652626.03125,,60.53,,Blandford,259,01008,,MA,215245.02174531034
16689256.828125,,0.58,,Bondsville,260,01009,,MA,20477.00688385922
1795116780.421875,,61.910000000000004,,Westfield,261,01085,,MA,240309.02384509533
158951894.234375,,5.47,,West Hatfield,262,01088,,MA,67112.35697405675
491119721.1875,,16.94,,West Springfield,263,01089,,MA,112092.21609812799
186906236.390625,,6.44,,West Warren,264,01092,,MA,68495.87353761142
647199987.0625,,22.32,,Wilbraham,265,01095,,MA,135309.3082852259
1286938459.75,,44.300000000000004,,Williamsburg,266,01096,,MA,267613.3331617146
929542176.671875,,32,,Worthington,267,01098,,MA,168072.68994517348
9539728.546875,,0.33,,Springfield,268,01103,,MA,21197.692102839388
168236313.15625,,5.8,,Springfield,269,01104,,MA,85911.48684351177
45349106.234375,,1.57,,Springfield,270,01105,,MA,70754.74710872077
296428745.890625,,10.23,,Longmeadow,271,01106,,MA,77910.25725556404
46674409.703125,,1.61,,Springfield,272,01107,,MA,37440.989353132005
101502757.03125,,3.5,,Springfield,273,01108,,MA,54267.907155562905
364985563.984375,,12.6,,Feeding Hills,274,01030,,MA,104726.81095994203
292827173.640625,,10.09,,Gilbertville,275,01031,,MA,119802.48242074414
178603487.046875,,6.15,,Goshen,276,01032,,MA,78494.76688601113
825937278.453125,,28.45,,Granby,277,01033,,MA,126691.51713489111
2163207592.640625,,74.64,,Granville,278,01034,,MA,224933.2441373884
709640378.640625,,24.43,,Hadley,279,01035,,MA,173935.47486570585
579502459.78125,,20,,Hampden,280,01036,,MA,109019.60616827538
411174052.5625,,14.15,,Hardwick,281,01037,,MA,90896.9980224496
285562003.859375,,9.83,,Hatfield,282,01038,,MA,101843.29291552458
474545101.40625,,16.330000000000002,,Haydenville,283,01039,,MA,134320.0210380542
662496981.734375,,22.84,,Holyoke,284,01040,,MA,134194.3576376396
1277451127.28125,,44,,Huntington,285,01050,,MA,288751.9192813373
131521063.9375,,4.53,,Leeds,286,01053,,MA,52594.96343535094
661270961.84375,,22.75,,Leverett,287,01054,,MA,117517.29309802697
813163626.640625,,28.03,,Ludlow,288,01056,,MA,125664.78791216617
1275786896.765625,,44.01,,Monson,289,01057,,MA,183051.0499163765
342501406.8125,,11.8,,Northampton,290,01060,,MA,137550.7930235241
537900611.1875,,18.53,,Florence,291,01062,,MA,139751.88185593105
5884790.4375,,0.2,,Northampton,292,01063,,MA,13401.5443990555
28598068.6875,,0.98,,North Hatfield,293,01066,,MA,29713.33046692994
621244631.015625,,21.39,,Oakham,294,01068,,MA,122691.64132882038
872768168.8125,,30.09,,Palmer,295,01069,,MA,244337.85543914945
585905422.8125,,20.150000000000002,,Plainfield,296,01070,,MA,115780.94472362267
467409541.296875,,16.12,,Russell,297,01071,,MA,115808.6233146174
602412008.8125,,20.73,,Shutesbury,298,01072,,MA,140564.9773535114
846169243.3125,,29.16,,Southampton,299,01073,,MA,142768.80284071047
4856608.796875,,0.17,,South Barre,300,01074,,MA,13712.23801788508
530719396.796875,,18.29,,South Hadley,301,01075,,MA,116235.32359627768
910319876.296875,,31.41,,Southwick,302,01077,,MA,146510.15980252728
20463526.765625,,0.71,,Thorndike,303,01079,,MA,24976.637477848144
71499881.421875,,2.46,,Three Rivers,304,01080,,MA,49798.04731039064
401714255.09375,,13.870000000000001,,Wales,305,01081,,MA,122816.25576407032
1634461944.34375,,56.300000000000004,,Ware,306,01082,,MA,235806.24486736621
320862007.140625,,11.06,,Warren,307,01083,,MA,144244.97757912462
199368822.765625,,6.87,,West Chesterfield,308,01084,,MA,96300.94464991342
1236024261.78125,,42.49,,Lanesborough,309,01237,,MA,276516.1006157392
983992198.171875,,33.9,,Lee,310,01238,,MA,207736.9045070559
676472122.875,,23.29,,Lenox,311,01240,,MA,151969.3481530823
9497958.15625,,0.33,,Lenox Dale,312,01242,,MA,17637.564785313247
69591265.984375,,2.4,,Middlefield,313,01243,,MA,39206.57641345616
97686082.234375,,3.37,,Mill River,314,01244,,MA,49194.05236829689
767735349.171875,,26.47,,Monterey,315,01245,,MA,219143.19027657714
1523563314.65625,,52.31,,North Adams,316,01247,,MA,233822.88836582142
810413421.421875,,27.94,,Otis,317,01253,,MA,230120.97779352064
348138868.671875,,11.99,,Richmond,318,01254,,MA,101834.1456494923
1427789405,,49.25,,Sandisfield,319,01255,,MA,224847.01342708353
1068067161.703125,,36.7,,Savoy,320,01256,,MA,160554.92501470164
1072755925.84375,,37.01,,Sheffield,321,01257,,MA,212441.74724339513
792375618.640625,,27.330000000000002,,South Egremont,322,01258,,MA,154572.17160204303
605282364.515625,,20.88,,Southfield,323,01259,,MA,112980.87232890612
70600876.21875,,2.43,,South Lee,324,01260,,MA,37518.68109931199
398155548.390625,,13.72,,Stockbridge,325,01262,,MA,109188.92872830959
380796959.453125,,13.120000000000001,,Tyringham,326,01264,,MA,91225.18929359155
855955699.796875,,29.48,,West Stockbridge,327,01266,,MA,195506.90659830603
1676362376.203125,,57.59,,Williamstown,328,01267,,MA,216194.10254687193
925613917.609375,,31.84,,Windsor,329,01270,,MA,135430.77325195272
787181797.9375,,27.05,,Greenfield,330,01301,,MA,196662.00665330948
148798698.828125,,5.13,,Springfield,331,01109,,MA,62676.88212637517
107437077.90625,,3.71,,Springfield,332,01118,,MA,57065.50646565796
109442051.421875,,3.78,,Springfield,333,01119,,MA,45979.123460090574
32435953.859375,,1.12,,Springfield,334,01128,,MA,30595.40532592756
98926229.5,,3.41,,Springfield,335,01129,,MA,62133.99932273884
75277856.125,,2.6,,Indian Orchard,336,01151,,MA,42366.02278361749
2142548454.125,,73.73,,Pittsfield,337,01201,,MA,254707.2075344771
677032060.390625,,23.27,,Adams,338,01220,,MA,114395.65667857061
105826475.765625,,3.65,,Ashley Falls,339,01222,,MA,54226.26340481717
2359264668.421875,,81.25,,Becket,340,01223,,MA,244505.06890187308
14885513.71875,,0.51,,Berkshire,341,01224,,MA,27127.453602306145
822731917.234375,,28.28,,Cheshire,342,01225,,MA,162043.99483298618
704001932.40625,,24.22,,Dalton,343,01226,,MA,173250.83518543874
2872512440.9375,,99.04,,Great Barrington,344,01230,,MA,474855.8173655419
1667260431.453125,,57.4,,Hinsdale,345,01235,,MA,237184.09573062044
204158532.296875,,7.04,,Housatonic,346,01236,,MA,92566.4672379671
841263427.375,,28.92,,Fitchburg,347,01420,,MA,176129.77758213016
1132015276.40625,,38.89,,Ashburnham,348,01430,,MA,148411.6667909104
707190125.3125,,24.29,,Ashby,349,01431,,MA,121086.43485725367
284928593.984375,,9.8,,Ayer,350,01432,,MA,98854.24363306143
151028069.03125,,5.2,,Devens,351,01434,,MA,82308.41215817443
373647502.734375,,12.84,,Baldwinville,352,01436,,MA,108603.48339408547
785154614.34375,,26.990000000000002,,Gardner,353,01440,,MA,179779.03209749336
963213618.828125,,33.1,,Groton,354,01450,,MA,176211.40838469364
655923141.453125,,22.56,,Harvard,355,01451,,MA,131369.85630655405
1214761519.859375,,41.79,,Hubbardston,356,01452,,MA,141464.1463706953
836106048.703125,,28.75,,Leominster,357,01453,,MA,165773.5719781712
1049793248.71875,,36.1,,Ashfield,358,01330,,MA,229074.66434388037
1610072782.515625,,55.35,,Athol,359,01331,,MA,246935.80536689897
1072894086.46875,,36.84,,Bernardston,360,01337,,MA,166975.74104880678
36927169.65625,,1.27,,Buckland,361,01338,,MA,31852.062246411828
1710468876.046875,,58.79,,Charlemont,362,01339,,MA,290687.82352321345
