SHAPE_AREA,LATITUDE,SQMI,GEOMETRY,CITY,OBJECTID,ZIPCODE,LONGITUDE,STATE,SHAPE_LENGTH
52563586.2109375,,1.83,,Heilwood,4859,15745,,PA,34496.641714861755
75274083.140625,,2.62,,Hillsdale,4860,15746,,PA,55301.71180370137
589504251.96875,,20.41,,Hartstown,4861,16131,,PA,200651.69488287857
12504102.234375,,0.43,,Hillsville,4862,16132,,PA,20402.464731885608
845293617.21875,,29.330000000000002,,Jackson Center,4863,16133,,PA,174692.96313034408
1613179937.765625,,55.9,,Jamestown,4864,16134,,PA,248486.0557057913
16266700.65625,,0.57,,Koppel,4865,16136,,PA,21503.93646356475
2876011740.8359375,,99.82000000000001,,Mercer,4866,16137,,PA,514276.7957467856
570872211.796875,,19.87,,New Galilee,4867,16141,,PA,183215.02313739315
1320256876.8671875,,45.86,,New Wilmington,4868,16142,,PA,350000.701733861
815890942.625,,28.35,,Pulaski,4869,16143,,PA,187585.57731740535
1435995008.390625,,49.79,,Sandy Lake,4870,16145,,PA,236530.55051078708
110289786.984375,,3.83,,Sharon,4871,16146,,PA,62837.54598432656
303469900.8984375,,10.6,,Calvin,4872,16622,,PA,81155.49520621017
450433828.5625,,15.73,,Cassville,4873,16623,,PA,159160.91492047842
5552709.5390625,,0.19,,Chest Springs,4874,16624,,PA,11733.576464240887
883377734.6171875,,30.84,,Claysburg,4875,16625,,PA,184274.518935874
854999998.2265625,,29.77,,Coalport,4876,16627,,PA,208836.47446769034
164661339.0234375,,5.74,,Cresson,4877,16630,,PA,103515.81350225025
426652518.890625,,14.9,,Dudley,4878,16634,,PA,104415.44796409823
1837805807.6953125,,64.13,,Duncansville,4879,16635,,PA,253331.45999079244
856263865.28125,,29.85,,Dysart,4880,16636,,PA,179010.56456571986
439995065.1171875,,15.35,,East Freedom,4881,16637,,PA,93243.4895573533
4255438.8515625,,0.15,,Entriken,4882,16638,,PA,9172.514981785629
1755479415.3046875,,60.65,,Tioga,4883,16946,,PA,319768.8378972794
3425244950.0078125,,118.45,,Troy,4884,16947,,PA,450703.66415438056
2513207694.5625,,86.86,,Ulysses,4885,16948,,PA,368423.27778784337
3626676905.375,,125.3,,Westfield,4886,16950,,PA,508060.77150740364
265353887.4296875,,9.25,,Allensville,4887,17002,,PA,105860.04767764368
968985698.125,,33.74,,Home,4888,15747,,PA,256156.98121934338
2088392046.4375,,72.81,,Homer City,4889,15748,,PA,466466.4013464166
20235839.3359375,,0.71,,Josephine,4890,15750,,PA,31512.016097457737
1213394293.0859375,,42.24,,La Jose,4891,15753,,PA,263864.73824198014
11599404.453125,,0.4,,Lucernemines,4892,15754,,PA,14585.336616533104
2380903184.6796875,,82.81,,Mahaffey,4893,15757,,PA,373886.75691727595
28524065.78125,,0.99,,Marchand,4894,15758,,PA,25533.82635953613
1648767727.6640625,,57.4,,Marion Center,4895,15759,,PA,283339.55067950365
59040915.0625,,2.06,,Marsteller,4896,15760,,PA,44201.689133819826
7381684.671875,,0.26,,Mentcle,4897,15761,,PA,12690.167558996809
474632699.03125,,16.55,,Nicktown,4898,15762,,PA,178190.9000884264
84200441.4921875,,2.93,,Northpoint,4899,15763,,PA,54956.93654072894
37175302.0546875,,1.29,,Oliveburg,4900,15764,,PA,42235.18854336755
1123413904.9140625,,39.14,,Penn Run,4901,15765,,PA,278837.96136013005
4399632714.59375,,152.99,,Punxsutawney,4902,15767,,PA,694868.2512491458
877503477.4609375,,30.45,,Hermitage,4903,16148,,PA,256149.8297503895
896818066.7421875,,31.12,,Sharpsville,4904,16150,,PA,273519.69210723817
1290619435.4921875,,44.77,,Stoneboro,4905,16153,,PA,309068.1069879152
838635298.171875,,29.09,,Transfer,4906,16154,,PA,222889.82523430148
1369501802.3828125,,47.58,,Volant,4907,16156,,PA,233830.74388979079
767351540.703125,,26.69,,Wampum,4908,16157,,PA,244020.05272543535
1199924735.296875,,41.79,,Fallentimber,4909,16639,,PA,237787.7219497136
369616414.6875,,12.870000000000001,,Flinton,4910,16640,,PA,107396.13853566264
267529548.3203125,,9.33,,Gallitzin,4911,16641,,PA,164160.1512311396
52688280.6640625,,1.84,,Glen Hope,4912,16645,,PA,58786.09553227009
573357966.7578125,,19.97,,Hastings,4913,16646,,PA,139149.75484803336
881932890.9453125,,30.77,,Hesston,4914,16647,,PA,189079.24297722743
1713741342.71875,,59.79,,Hollidaysburg,4915,16648,,PA,248125.8857703566
1463537591.8984375,,51.08,,Annville,4916,17003,,PA,363364.1398365256
1356506775.296875,,47.27,,Belleville,4917,17004,,PA,210877.87163137016
9579186.2109375,,0.34,,Berrysburg,4918,17005,,PA,13123.583159044007
1563558955.1953125,,54.59,,Blain,4919,17006,,PA,217373.16213570882
487605389.90625,,17.04,,Boiling Springs,4920,17007,,PA,192532.77230120666
45096892.6484375,,1.57,,Burnham,4921,17009,,PA,56079.7869534257
402192232.6875,,14.05,,Camp Hill,4922,17011,,PA,148819.85679036207
1052320052.4453125,,36.76,,Carlisle,4923,17013,,PA,223078.65889633916
40096342.625,,1.39,,Cocolamus,4924,17014,,PA,39629.51522920797
3371599460.6171875,,117.78,,Carlisle,4925,17015,,PA,623761.5868207068
76648857.5234375,,2.67,,Ringgold,4926,15770,,PA,49668.11316145128
1038743161.9140625,,36.15,,Rochester Mills,4927,15771,,PA,205981.6746140031
779519726.9453125,,27.12,,Rossiter,4928,15772,,PA,201208.0327054361
67751098.078125,,2.36,,Saint Benedict,4929,15773,,PA,45540.61917353699
1825118108.34375,,63.58,,Shelocta,4930,15774,,PA,395993.2497291889
8514066.1015625,,0.3,,Spangler,4931,15775,,PA,18945.086957720083
75199038.171875,,2.61,,Sprankle Mills,4932,15776,,PA,38501.68968863484
37386931.5625,,1.3,,Starford,4933,15777,,PA,37520.30893497925
54884285.8828125,,1.91,,Timblin,4934,15778,,PA,47203.915855916006
41254490.125,,1.43,,Valier,4935,15780,,PA,33400.00787917889
17490724.625,,0.61,,West Lebanon,4936,15783,,PA,21911.244754497755
21456046.8046875,,0.75,,Worthville,4937,15784,,PA,19781.778268846574
2129777809.625,,73.97,,Du Bois,4938,15801,,PA,280433.09950188495
753196651.609375,,26.14,,West Middlesex,4939,16159,,PA,213215.00504575664
9036756.1875,,0.32,,West Pittsburg,4940,16160,,PA,13007.858814970945
21646190.484375,,0.75,,Wheatland,4941,16161,,PA,23470.6877239579
2178981.796875,,0.08,,New Wilmington,4942,16172,,PA,6289.85099791809
3408380987.875,,118.61,,Kittanning,4943,16201,,PA,523366.33917339635
532794962.3671875,,18.54,,Adrian,4944,16210,,PA,136128.1652531402
10784551.59375,,0.38,,Cadogan,4945,16212,,PA,15161.172101905273
6698324.015625,,0.23,,Callensburg,4946,16213,,PA,15250.757895602786
1296640954.921875,,45.02,,Clarion,4947,16214,,PA,303229.0778629896
131544293.3203125,,4.56,,Cooksburg,4948,16217,,PA,81277.9114761533
848760795.1484375,,29.51,,Cowansville,4949,16218,,PA,175860.11977986337
73690591.703125,,2.55,,Crown,4950,16220,,PA,45870.88397246304
1360683790.2421875,,47.56,,Hopewell,4951,16650,,PA,235229.16661441038
963769457.296875,,33.54,,Houtzdale,4952,16651,,PA,361504.25386563496
5885802126.7109375,,205.19,,Huntingdon,4953,16652,,PA,801461.1344875348
1108045269.3671875,,38.7,,Imler,4954,16655,,PA,275095.0290737784
832486691.4921875,,28.97,,Irvona,4955,16656,,PA,190629.43663094097
1394364496.6484375,,48.68,,James Creek,4956,16657,,PA,256220.40869560093
73088768.3046875,,2.56,,Loysburg,4957,16659,,PA,60610.36299687859
5017002.8203125,,0.18,,Mc Connellstown,4958,16660,,PA,11792.056104137917
699138587.4375,,24.330000000000002,,Madera,4959,16661,,PA,193097.35823388578
835837064.34375,,29.13,,Dalmatia,4960,17017,,PA,164833.69077615338
1105083428.6171875,,38.56,,Dauphin,4961,17018,,PA,200917.83090771717
1899788037.2421875,,66.41,,Dillsburg,4962,17019,,PA,282295.8862150102
1663427488.9375,,58.03,,Duncannon,4963,17020,,PA,285625.2391716287
1433291373.953125,,50.03,,East Waterford,4964,17021,,PA,185076.22205228926
1568868991.921875,,54.82,,Elizabethtown,4965,17022,,PA,289015.8093775891
592122959.7421875,,20.64,,Elizabethville,4966,17023,,PA,196553.54247858192
2719261522.6640625,,94.32000000000001,,Benezett,4967,15821,,PA,324202.47409201413
1055218775.3203125,,36.62,,Brockport,4968,15823,,PA,169130.86326673234
1935663708.578125,,67.17,,Brockway,4969,15824,,PA,288688.164433408
5009481875.40625,,173.95000000000002,,Brookville,4970,15825,,PA,555658.1907143508
11733825.8359375,,0.41,,Byrnedale,4971,15827,,PA,16196.21513830307
681882031.96875,,23.650000000000002,,Clarington,4972,15828,,PA,196350.3133951723
857056593.5859375,,29.76,,Corsica,4973,15829,,PA,291391.1426587155
3381508502.90625,,117.3,,Driftwood,4974,15832,,PA,347661.87558759184
1747582059.3359375,,60.800000000000004,,Dayton,4975,16222,,PA,280079.2781156586
603155640.5625,,20.96,,Fairmount City,4976,16224,,PA,141625.24798899147
33614134.1484375,,1.17,,Fisher,4977,16225,,PA,27723.26362141552
1678616009.7109375,,58.46,,Ford City,4978,16226,,PA,267719.0134950726
1911313.34375,,0.07,,Ford Cliff,4979,16228,,PA,5584.349298013629
863933425.4296875,,30.09,,Freeport,4980,16229,,PA,198362.68799362797
1739106035.234375,,60.38,,Knox,4981,16232,,PA,237186.44528127942
832526295.265625,,28.88,,Leeper,4982,16233,,PA,217984.2771880545
15459548.7734375,,0.54,,Limestone,4983,16234,,PA,16532.311824395478
1428053950.6640625,,49.85,,Martinsburg,4984,16662,,PA,222853.81619996726
128853991.7890625,,4.48,,Morann,4985,16663,,PA,51980.12932984524
1225838480.8125,,42.82,,New Enterprise,4986,16664,,PA,210158.6755782279
910177818.8671875,,31.66,,Osceola Mills,4987,16666,,PA,254566.62653518672
385702093.359375,,13.47,,Osterburg,4988,16667,,PA,158640.675121933
1704267522.1015625,,59.370000000000005,,Patton,4989,16668,,PA,259607.16514626355
873338509.828125,,30.47,,Elliottsburg,4990,17024,,PA,216991.87210068465
494982284.7578125,,17.28,,Enola,4991,17025,,PA,213897.81596457039
565401935.1484375,,19.72,,Fredericksburg,4992,17026,,PA,142008.86530343816
4063904.7265625,,0.14,,Grantham,4993,17027,,PA,9503.972928952275
1026620836.4765625,,35.81,,Grantville,4994,17028,,PA,212906.26728677787
47909892.421875,,1.67,,Granville,4995,17029,,PA,46429.87200126597
94836739.046875,,3.31,,Gratz,4996,17030,,PA,80878.58271251718
3244856280.7734375,,113.16,,Halifax,4997,17032,,PA,329695.0090076815
806884418.7890625,,28.17,,Hershey,4998,17033,,PA,285468.6738018381
6631088050.3984375,,229.71,,Emporium,4999,15834,,PA,461127.5424393117
445842206.875,,15.48,,Falls Creek,5000,15840,,PA,137565.38305456637
6162878.375,,0.21,,Force,5001,15841,,PA,10663.18988067326
479623074.8984375,,16.62,,Johnsonburg,5002,15845,,PA,125987.87518656287
1806309130.1015625,,62.65,,Kersey,5003,15846,,PA,232821.07453568405
35359678.3984375,,1.23,,Knox Dale,5004,15847,,PA,28652.3085082695
659437487.8046875,,22.91,,Luthersburg,5005,15848,,PA,142324.28882584535
2410746300.8203125,,83.71000000000001,,Penfield,5006,15849,,PA,277038.25608078
2736084134.9921875,,95.04,,Reynoldsville,5007,15851,,PA,423625.54944223777
4119733976.40625,,142.82,,Ridgway,5008,15853,,PA,416149.6133826161
771405428.3046875,,26.76,,Lucinda,5009,16235,,PA,175562.7498830568
2734954.2578125,,0.1,,Manorville,5010,16238,,PA,11757.880945292098
3926094570.1875,,136.04,,Marienville,5011,16239,,PA,491489.8482625818
1532338286.4140625,,53.26,,Mayport,5012,16240,,PA,271196.5905069693
2626846577.5,,91.3,,New Bethlehem,5013,16242,,PA,514487.96677294926
1626301895.25,,56.52,,Rimersburg,5014,16248,,PA,342047.05180856294
956029946.046875,,33.29,,Rural Valley,5015,16249,,PA,200181.28244862758
2270195133.5,,79.11,,Petersburg,5016,16669,,PA,391919.35120757396
27582647.3046875,,0.96,,Queen,5017,16670,,PA,32374.70545120503
15517392.1328125,,0.54,,Ramey,5018,16671,,PA,17699.878611114993
1013379305.1875,,35.38,,Roaring Spring,5019,16673,,PA,207692.80439211277
546922269.3125,,19.11,,Robertsdale,5020,16674,,PA,108178.68066796465
10401802.3203125,,0.36,,Saint Boniface,5021,16675,,PA,13663.531869100158
17845010.8359375,,0.62,,Sandy Ridge,5022,16677,,PA,34786.3818746077
1197022112.0859375,,41.81,,Saxton,5023,16678,,PA,242146.7528695186
691162074.5546875,,24.150000000000002,,Six Mile Run,5024,16679,,PA,137462.74206525003
242713944.7109375,,8.45,,Smithmill,5025,16680,,PA,97266.64677532206
2069290.359375,,0.07,,Sproul,5026,16682,,PA,5795.9759968418475
19936804.890625,,0.7,,Highspire,5027,17034,,PA,25824.461003090844
1170606220.8125,,40.84,,Honey Grove,5028,17035,,PA,235953.9644086852
798564915.53125,,27.88,,Hummelstown,5029,17036,,PA,280856.0493759936
694649272.3984375,,24.240000000000002,,Ickesburg,5030,17037,,PA,184426.20069166724
1976255993.2421875,,68.93,,Jonestown,5031,17038,,PA,384947.0101452469
1405230323.296875,,49.06,,Landisburg,5032,17040,,PA,278058.5650886914
1183815179.4453125,,41.12,,Rockton,5033,15856,,PA,222161.0866488464
2646710228.0078125,,91.73,,Saint Marys,5034,15857,,PA,316538.7755058535
3895844138.8671875,,135.11,,Sigel,5035,15860,,PA,495110.0939470903
1770353662.9375,,61.39,,Sinnamahoning,5036,15861,,PA,246084.94950619742
4125767.390625,,0.14,,Stump Creek,5037,15863,,PA,9189.352003325106
1109386030.8515625,,38.54,,Summerville,5038,15864,,PA,292616.27855307533
56979781.4140625,,1.98,,Sykesville,5039,15865,,PA,36525.969446199546
34577410.9765625,,1.2,,Troutville,5040,15866,,PA,27561.820079538455
2118692965.9453125,,73.49,,Weedville,5041,15868,,PA,333583.9444852493
75116080.140625,,2.62,,Seminole,5042,16253,,PA,50214.53188110613
1304601458.265625,,45.25,,Shippenville,5043,16254,,PA,348474.14892501826
1327575653.234375,,46.11,,Sligo,5044,16255,,PA,227073.91414762687
1101419816.109375,,38.32,,Smicksburg,5045,16256,,PA,208881.769599045
1154959477.203125,,40.08,,Strattanville,5046,16258,,PA,327142.62978241115
557736520.2265625,,19.43,,Spruce Creek,5047,16683,,PA,155298.5013599608
51056340.4609375,,1.78,,Tipton,5048,16684,,PA,44607.38710709262
356328796.375,,12.44,,Todd,5049,16685,,PA,144869.75456650095
4242460987.703125,,147.77,,Tyrone,5050,16686,,PA,470699.5170461101
547054458.0546875,,19.12,,Waterfall,5051,16689,,PA,180540.41916807738
859867150.078125,,30.060000000000002,,Wells Tannery,5052,16691,,PA,207815.1885572878
435136755.2265625,,15.14,,Westover,5053,16692,,PA,129730.53648249683
2260316597.1328125,,78.84,,Williamsburg,5054,16693,,PA,354130.48810877313
394549405.8515625,,13.780000000000001,,Woodbury,5055,16695,,PA,123008.63893442522
1967459810.234375,,68.69,,Lebanon,5056,17042,,PA,281016.537038462
60031506.4921875,,2.1,,Lemoyne,5057,17043,,PA,45160.47948836749
2594056696.7890625,,90.4,,Lewistown,5058,17044,,PA,433573.86719936074
1200544771.3828125,,41.84,,Liverpool,5059,17045,,PA,221415.28594950767
1118358205.609375,,39.03,,Lebanon,5060,17046,,PA,209143.81672523788
1407786562.8125,,49.13,,Loysville,5061,17047,,PA,216203.42612845253
891081910.6171875,,31.05,,Lykens,5062,17048,,PA,300930.7827763587
958276430.625,,33.39,,Mc Alisterville,5063,17049,,PA,264711.83165332145
4807520848.6796875,,166.47,,Wilcox,5064,15870,,PA,458611.11070461594
53156601.6640625,,1.86,,Johnstown,5065,15901,,PA,41953.66114363211
269721314.6015625,,9.42,,Johnstown,5066,15902,,PA,113926.26203709627
832172747.96875,,29.05,,Johnstown,5067,15904,,PA,250089.37561987285
934141303.328125,,32.61,,Johnstown,5068,15905,,PA,225641.7484117957
856306407.1875,,29.88,,Johnstown,5069,15906,,PA,201485.36221543406
1423439380.5546875,,49.5,,Templeton,5070,16259,,PA,308310.8998418505
695989926.828125,,24.13,,Vowinckel,5071,16260,,PA,228548.3082102483
921289489.5390625,,32.05,,Worthington,5072,16262,,PA,168494.88617885177
10764433.484375,,0.37,,Yatesboro,5073,16263,,PA,19641.211220721947
2720765992.9765625,,94.29,,Oil City,5074,16301,,PA,405411.6170397331
404870559.3203125,,14.02,,Carlton,5075,16311,,PA,134231.53820978673
3369264328.3359375,,116.55,,Clarendon,5076,16313,,PA,329429.34628830873
2497784582.796875,,86.52,,Cochranton,5077,16314,,PA,424654.1388880307
5129079445.8125,,177.16,,Bradford,5078,16701,,PA,374003.05503595015
1321546471.8125,,45.730000000000004,,Crosby,5080,16724,,PA,212959.2560735461
267579088.7265625,,9.25,,Cyclone,5081,16726,,PA,87505.78469904154
166272830.1484375,,5.74,,Derrick City,5082,16727,,PA,81678.61946173914
508516063.7578125,,17.56,,Duke Center,5083,16729,,PA,149088.3817869422
1778149654.984375,,61.42,,Eldred,5084,16731,,PA,245865.58383208443
214733258.671875,,7.42,,Gifford,5085,16732,,PA,98904.76834043169
963890088.5,,33.660000000000004,,Mechanicsburg,5086,17050,,PA,237000.4640426395
2811672908.6484375,,98.07000000000001,,Mc Veytown,5087,17051,,PA,364900.8972797566
1079108112.2890625,,37.67,,Mapleton Depot,5088,17052,,PA,222986.30122257094
771691052.4765625,,26.94,,Marysville,5089,17053,,PA,210218.9768787646
1141608507.0078125,,39.89,,Mechanicsburg,5090,17055,,PA,240135.71137128572
596211750.78125,,20.8,,Johnstown,5091,15909,,PA,263266.9551875388
218924657.796875,,7.640000000000001,,Armagh,5092,15920,,PA,75209.33260707365
3641450.2734375,,0.13,,Beaverdale,5093,15921,,PA,12820.040266026821
805071486.3984375,,28.1,,Bolivar,5094,15923,,PA,198101.57749083833
777962366.5390625,,27.2,,Cairnbrook,5095,15924,,PA,196291.7059348293
2304497.125,,0.08,,Cassandra,5096,15925,,PA,5907.826582490312
1060209229.515625,,37.07,,Central City,5097,15926,,PA,249437.59079956793
143631591,,5.01,,Colver,5098,15927,,PA,58056.542443606886
136554399.5859375,,4.77,,Davidsville,5099,15928,,PA,85546.32584356709
2091899396.3828125,,72.93,,Ebensburg,5100,15931,,PA,420222.0654264892
1394851366.4765625,,48.29,,Conneaut Lake,5101,16316,,PA,256072.84087296145
809578367.84375,,28.04,,Cooperstown,5102,16317,,PA,229587.98794461743
1066971710.078125,,37.01,,Cranberry,5103,16319,,PA,258029.2710760689
139213461.6015625,,4.82,,East Hickory,5104,16321,,PA,60497.46906109193
111606729.2265625,,3.86,,Endeavor,5105,16322,,PA,49455.135983261905
2909080081.25,,100.85000000000001,,Franklin,5106,16323,,PA,342238.3954074255
290679632.375,,10.08,,Fryburg,5107,16326,,PA,119497.29848884542
96413520.8671875,,3.34,,Hazel Hurst,5108,16733,,PA,71077.95991992147
1438659929.890625,,49.83,,James City,5109,16734,,PA,311834.7854926368
6350701583.46875,,219.74,,Kane,5110,16735,,PA,709482.6992717582
2800643967.375,,96.82000000000001,,Lewis Run,5111,16738,,PA,299678.91672525584
561266041.8671875,,19.41,,Mount Jewett,5112,16740,,PA,257945.50384932762
3045615899.078125,,105.31,,Port Allegany,5113,16743,,PA,301168.19064224657
100312268.9296875,,3.46,,Rew,5114,16744,,PA,51206.60751632318
114610598.8828125,,3.96,,Rixford,5115,16745,,PA,89768.3679071789
1103697643.9296875,,38.56,,Middletown,5116,17057,,PA,244872.49720762472
1109918913.03125,,38.71,,Mifflin,5117,17058,,PA,318499.08071449585
2383796418.9765625,,83.08,,Mifflintown,5118,17059,,PA,352629.33217843244
778867506.953125,,27.17,,Mill Creek,5119,17060,,PA,166993.79552199497
1112395384.140625,,38.77,,Millersburg,5120,17061,,PA,175079.37101358201
5298407.7890625,,0.19,,Elton,5121,15934,,PA,18372.975505306862
836913502.6171875,,29.23,,Hollsopple,5122,15935,,PA,230888.95606852992
761495966.15625,,26.61,,Hooversville,5123,15936,,PA,234631.9400581204
12442469.5625,,0.44,,Jerome,5124,15937,,PA,17148.465417047864
702892487.3515625,,24.52,,Lilly,5125,15938,,PA,192218.6572311328
818459647.546875,,28.53,,Loretto,5126,15940,,PA,198445.44485203593
541562588.953125,,18.89,,Mineral Point,5127,15942,,PA,208140.98256481386
505602412.015625,,17.64,,Nanty Glo,5128,15943,,PA,115513.94103946447
1858159401.203125,,64.32000000000001,,Guys Mills,5129,16327,,PA,301189.6584229177
3654649.2578125,,0.13,,Hydetown,5130,16328,,PA,12104.926805829755
340341554.875,,11.77,,Irvine,5131,16329,,PA,106804.01073689762
52463917.859375,,1.82,,Kossuth,5132,16331,,PA,38650.508707694746
159268724.078125,,5.52,,Lickingville,5133,16332,,PA,83367.8560067039
86640540.09375,,3,,Ludlow,5134,16333,,PA,51016.404702048596
191373052.8828125,,6.640000000000001,,Marble,5135,16334,,PA,105422.90030472519
3297369782.2890625,,114.13,,Meadville,5136,16335,,PA,436888.9201136393
2448898080.7734375,,84.66,,Pittsfield,5137,16340,,PA,412317.8062162991
2533866939.0859375,,87.74,,Pleasantville,5138,16341,,PA,295699.64801319444
1360647505.6328125,,47.050000000000004,,Roulette,5139,16746,,PA,216898.83061768112
3387889140.375,,117.01,,Shinglehouse,5140,16748,,PA,289045.84512279206
5365188538.3515625,,185.54,,Smethport,5141,16749,,PA,589932.7017802504
564671670.7109375,,19.5,,Turtlepoint,5142,16750,,PA,136273.89601649175
839562280.796875,,29.22,,State College,5143,16801,,PA,232849.94521313882
39680827.1484375,,1.38,,University Park,5144,16802,,PA,44312.330267076395
559097849.296875,,19.46,,State College,5145,16803,,PA,195649.79903378952
410438700.7578125,,14.280000000000001,,Aaronsburg,5146,16820,,PA,141227.6685217275
36491493.109375,,1.27,,Allport,5147,16821,,PA,38471.823858960284
2984986111.515625,,103.65,,Beech Creek,5148,16822,,PA,369556.0057631279
2354875535.203125,,82.09,,Millerstown,5149,17062,,PA,377912.9241367902
2700467538.640625,,94.01,,Milroy,5150,17063,,PA,286543.93997485616
13418732.8515625,,0.47,,Mount Gretna,5151,17064,,PA,24916.22899270922
321240741.203125,,11.23,,Mount Holly Springs,5152,17065,,PA,133072.51687712004
949571299.9921875,,33.13,,Mount Union,5153,17066,,PA,235376.5052163329
1356444385.875,,47.32,,Myerstown,5154,17067,,PA,282364.1535387814
1909760220.828125,,66.65,,New Florence,5155,15944,,PA,338424.82327783963
3921394.5078125,,0.14,,Parkhill,5156,15945,,PA,8088.548134912197
1293857337.8359375,,45.15,,Portage,5157,15946,,PA,288006.9014189534
94360780.1171875,,3.29,,Robinson,5158,15949,,PA,80331.00471409083
19230872.0625,,0.67,,Saint Michael,5159,15951,,PA,22543.64675682892
163412845.15625,,5.71,,Salix,5160,15952,,PA,82102.85260493137
67492199.4609375,,2.36,,Seanor,5161,15953,,PA,54113.63204605502
613745264.734375,,21.42,,Seward,5162,15954,,PA,129000.09203116556
786181772.671875,,27.44,,Sidman,5163,15955,,PA,189920.0345563664
276720905.0546875,,9.66,,South Fork,5164,15956,,PA,111965.74014453826
1946588484.8671875,,67.52,,Polk,5165,16342,,PA,252910.54145955338
5197495.7890625,,0.18,,Reno,5166,16343,,PA,12950.416915068836
19240861.125,,0.67,,Rouseville,5167,16344,,PA,23964.59438622718
3142079451.59375,,108.5,,Russell,5168,16345,,PA,288122.7337644383
507859319.4453125,,17.61,,Seneca,5169,16346,,PA,143191.80422378046
3683341263.328125,,127.49000000000001,,Sheffield,5170,16347,,PA,306821.9845992985
1380736099.9375,,47.67,,Sugar Grove,5171,16350,,PA,210898.53094000043
2881732668.171875,,99.71000000000001,,Tidioute,5172,16351,,PA,316785.43036467413
5354783025.7421875,,185.52,,Tionesta,5173,16353,,PA,583020.2784309817
3872083946.265625,,134.05,,Titusville,5174,16354,,PA,471226.86421276967
766700686.109375,,26.53,,Townville,5175,16360,,PA,183209.64632574754
805018591.5078125,,27.900000000000002,,Utica,5176,16362,,PA,246096.8847899206
3865464208.8671875,,134.42000000000002,,Bellefonte,5177,16823,,PA,560585.486243665
33597255.765625,,1.17,,Bigler,5178,16825,,PA,25437.763036549786
776136865.6015625,,27.02,,Boalsburg,5179,16827,,PA,175829.51597297992
1405536232.0859375,,48.92,,Centre Hall,5180,16828,,PA,255603.7039952051
1097044421.359375,,38.11,,Clarence,5181,16829,,PA,176993.66336261816
3863298055.3984375,,134.21,,Clearfield,5182,16830,,PA,576050.2525530676
456068284.7265625,,15.870000000000001,,Coburn,5183,16832,,PA,134303.20053555115
1594002567.546875,,55.44,,Curwensville,5184,16833,,PA,354423.04563941626
6876663.7265625,,0.24,,Fleming,5185,16835,,PA,13104.453311275385
3845981978.515625,,133.56,,Frenchville,5186,16836,,PA,468463.4193648335
14263267.25,,0.49,,Glen Richey,5187,16837,,PA,19863.78384527733
1036391005.78125,,36.03,,Grampian,5188,16838,,PA,227824.88658004906
511570666.8515625,,17.78,,Grassflat,5189,16839,,PA,185742.57038245202
65226037.5390625,,2.27,,Hawk Run,5190,16840,,PA,44648.56250542859
3006327512.8671875,,104.5,,Howard,5191,16841,,PA,399370.3156332184
183079757.359375,,6.41,,Broomall,5192,19008,,PA,81129.89763346763
22287450.21875,,0.78,,Bryn Athyn,5193,19009,,PA,34348.65008018652
249887991.5,,8.74,,Bryn Mawr,5194,19010,,PA,112300.29242493471
50203084.828125,,1.76,,Cheltenham,5195,19012,,PA,33825.9689217334
215949356.0859375,,7.56,,Chester,5196,19013,,PA,99842.1158488472
258294110.6328125,,9.040000000000001,,Aston,5197,19014,,PA,97640.65866762058
76314394.515625,,2.67,,Brookhaven,5198,19015,,PA,47310.25228702556
4239870.078125,,0.15,,Chester Heights,5199,19017,,PA,13551.319758125643
76518847.8046875,,2.68,,Clifton Heights,5200,19018,,PA,52658.82540124015
526215622.7734375,,18.400000000000002,,Bensalem,5201,19020,,PA,124802.66067904697
107419899.8671875,,3.75,,Croydon,5202,19021,,PA,45626.98081315738
50907061.28125,,1.78,,Crum Lynne,5203,19022,,PA,35576.917594083985
55284931.8046875,,1.93,,Darby,5204,19023,,PA,44170.492131534105
100715403.328125,,3.52,,Dresher,5205,19025,,PA,62233.71335180662
104119511.9375,,3.64,,Drexel Hill,5206,19026,,PA,58831.816475143896
111735791.0390625,,3.91,,Elkins Park,5207,19027,,PA,59182.362973124415
51206864.625,,1.79,,East Petersburg,5208,17520,,PA,35530.578711275004
1154271846.15625,,40.33,,Ephrata,5209,17522,,PA,351204.02211397607
590529194.828125,,20.650000000000002,,Gap,5210,17527,,PA,188144.00663632693
418452447.8125,,14.63,,Gordonville,5211,17529,,PA,150538.27319953448
745345826.203125,,26.09,,Holtwood,5212,17532,,PA,187294.95496674752
4038088.7265625,,0.14,,Intercourse,5213,17534,,PA,9550.839267256797
377923260.1953125,,13.22,,Kinzers,5214,17535,,PA,151273.89018174095
627266029.3515625,,21.95,,Kirkwood,5215,17536,,PA,165688.09851300585
106256243.828125,,3.71,,Landisville,5216,17538,,PA,59061.90115247457
1369962415.609375,,47.76,,Tower City,5217,17980,,PA,358862.0343283893
606774011.71875,,21.14,,Tremont,5218,17981,,PA,150203.6083273122
6164540.5546875,,0.22,,Tuscarora,5219,17982,,PA,12870.272074580356
93620197.25,,3.26,,Valley View,5220,17983,,PA,61454.04348013689
1019694802.96875,,35.47,,Zion Grove,5221,17985,,PA,233070.60413726655
467799750.921875,,16.32,,Alburtis,5222,18011,,PA,200972.09189637928
1850820253.6796875,,64.39,,Bangor,5223,18013,,PA,253022.53666452723
897521361.203125,,31.25,,Bath,5224,18014,,PA,237487.5113239552
